Driver,Team,GP,Rule_Era,AirTemp_p1,Humidity_p1,Pressure_p1,Rainfall_p1,laptime_sum_sectortimes_p1,LapTimeDiff_p1,Compound_p1,AirTemp_p2,Humidity_p2,Pressure_p2,Rainfall_p2,laptime_sum_sectortimes_p2,LapTimeDiff_p2,Compound_p2,AirTemp_p3,Humidity_p3,Pressure_p3,Rainfall_p3,laptime_sum_sectortimes_p3,LapTimeDiff_p3,Compound_p3,Sprint-Session,AirTemp_sprint_quali,Humidity_sprint_quali,Pressure_sprint_quali,Rainfall_sprint_quali,laptime_sum_sectortimes_sprint_quali,LapTimeDiff_sprint_quali,Compound_sprint_quali,AirTemp_quali,Humidity_quali,Pressure_quali,Rainfall_quali,Compound_quali,Season,Sprint_Race_Era,Sprint_Weekend,race_round,gp_id,Team_Lineage,Type,Direction,Circut_length,Turns,Pace_profile,Flat_out_run,Slow_turns,Medium_turns,High_speed_turns,Turn_density,Complexity_label
ALO,Aston Martin,Japanese GP,Active-Aero-Hybrid-Era,,,,,,,,17.1,46.1,1006.3,0.0,93.596,3.463000000000008,SOFT,16.4,51.1,1010.1,0.0,93.529,4.166999999999987,SOFT,,,,,,,,,16.5,47.4,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Force India-Racing Point-Aston Martin,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
LEC,Ferrari,Miami GP,Active-Aero-Hybrid-Era,31.7,40.3,1012.2,0.0,89.31,0.0,SOFT,,,,,,,,,,,,,,,SQ3,30.2,55.8,1010.1,0.0,88.239,0.3700000000000045,SOFT,33.9,29.0,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Ferrari,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
VER,Red Bull Racing,Miami GP,Active-Aero-Hybrid-Era,31.8,43.1,1012.2,0.0,89.607,0.296999999999997,SOFT,,,,,,,,,,,,,,,SQ3,30.2,55.8,1010.1,0.0,88.46099999999998,0.5919999999999845,SOFT,34.0,29.1,1010.0,0.0,SOFT,2026,2023-2026,1,4,175,Red Bull Racing,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
PIA,McLaren,Miami GP,Active-Aero-Hybrid-Era,31.8,43.1,1012.2,0.0,89.75800000000001,0.4480000000000075,SOFT,,,,,,,,,,,,,,,SQ3,30.2,55.8,1010.1,0.0,88.108,0.2390000000000043,SOFT,34.0,29.1,1010.0,0.0,SOFT,2026,2023-2026,1,4,175,McLaren,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
HAM,Ferrari,Miami GP,Active-Aero-Hybrid-Era,31.6,42.9,1012.2,0.0,89.777,0.4669999999999987,SOFT,,,,,,,,,,,,,,,SQ3,30.2,55.9,1010.1,0.0,88.61800000000001,0.7490000000000094,SOFT,34.0,29.1,1010.0,0.0,SOFT,2026,2023-2026,1,4,175,Ferrari,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
ANT,Mercedes,Miami GP,Active-Aero-Hybrid-Era,30.6,47.7,1013.0,0.0,90.079,0.7689999999999912,HARD,,,,,,,,,,,,,,,SQ3,30.3,54.9,1010.0,0.0,88.091,0.2219999999999942,SOFT,33.9,29.0,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Mercedes,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
RUS,Mercedes,Miami GP,Active-Aero-Hybrid-Era,31.5,42.1,1012.3,0.0,90.1,0.789999999999992,SOFT,,,,,,,,,,,,,,,SQ3,30.2,55.9,1010.1,0.0,88.493,0.6239999999999952,SOFT,33.9,29.0,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Mercedes,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
NOR,McLaren,Miami GP,Active-Aero-Hybrid-Era,30.1,47.5,1012.7,0.0,90.208,0.8979999999999961,HARD,,,,,,,,,,,,,,,SQ3,30.2,55.9,1010.1,0.0,87.869,0.0,SOFT,33.9,29.0,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,McLaren,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
GAS,Alpine,Miami GP,Active-Aero-Hybrid-Era,31.8,40.7,1012.1,0.0,90.587,1.277000000000001,SOFT,,,,,,,,,,,,,,,SQ3,30.2,55.8,1010.1,0.0,89.47399999999999,1.6049999999999898,SOFT,34.0,29.1,1010.0,0.0,SOFT,2026,2023-2026,1,4,175,Alpine-Renault,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
HAD,Red Bull Racing,Miami GP,Active-Aero-Hybrid-Era,31.8,40.7,1012.1,0.0,90.873,1.5630000000000024,SOFT,,,,,,,,,,,,,,,SQ3,30.2,55.8,1010.1,0.0,89.42200000000001,1.5530000000000117,SOFT,33.9,29.0,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Red Bull Racing,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
SAI,Williams,Miami GP,Active-Aero-Hybrid-Era,31.7,40.3,1012.2,0.0,90.93,1.6200000000000043,SOFT,,,,,,,,,,,,,,,SQ2,30.7,52.9,1010.3,0.0,90.224,1.8910000000000051,MEDIUM,34.1,28.8,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Williams,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
COL,Alpine,Miami GP,Active-Aero-Hybrid-Era,31.5,43.3,1012.2,0.0,91.015,1.7049999999999983,SOFT,,,,,,,,,,,,,,,SQ3,30.2,55.8,1010.1,0.0,89.32,1.4509999999999934,SOFT,33.9,29.0,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Alpine-Renault,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
ALB,Williams,Miami GP,Active-Aero-Hybrid-Era,31.5,43.1,1012.2,0.0,91.024,1.7139999999999986,SOFT,,,,,,,,,,,,,,,SQ2,30.5,53.3,1010.2,0.0,90.216,1.882999999999996,MEDIUM,34.0,28.9,1010.1,0.0,SOFT,2026,2023-2026,1,4,175,Williams,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
BEA,Haas F1 Team,Miami GP,Active-Aero-Hybrid-Era,31.5,42.1,1012.3,0.0,91.091,1.7809999999999917,SOFT,,,,,,,,,,,,,,,SQ2,30.6,53.4,1010.3,0.0,90.116,1.7830000000000013,MEDIUM,34.0,28.9,1010.1,0.0,SOFT,2026,2023-2026,1,4,175,Haas F1 Team,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
BOR,Audi,Miami GP,Active-Aero-Hybrid-Era,31.7,40.3,1012.2,0.0,91.111,1.801000000000002,SOFT,,,,,,,,,,,,,,,SQ2,30.5,53.3,1010.2,0.0,89.994,1.6610000000000014,MEDIUM,33.8,31.3,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Sauber-Alfa Romeo-Kick Sauber-Audi,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
HUL,Audi,Miami GP,Active-Aero-Hybrid-Era,30.4,46.7,1012.6,0.0,91.595,2.2849999999999966,HARD,,,,,,,,,,,,,,,SQ2,30.5,53.3,1010.2,0.0,90.019,1.686000000000007,MEDIUM,34.1,28.8,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Sauber-Alfa Romeo-Kick Sauber-Audi,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
OCO,Haas F1 Team,Miami GP,Active-Aero-Hybrid-Era,31.6,40.1,1012.1,0.0,91.635,2.325000000000003,SOFT,,,,,,,,,,,,,,,SQ1,30.7,52.4,1010.1,0.0,91.245,2.5220000000000056,MEDIUM,34.0,28.9,1010.1,0.0,SOFT,2026,2023-2026,1,4,175,Haas F1 Team,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
LAW,Racing Bulls,Miami GP,Active-Aero-Hybrid-Era,31.3,42.1,1012.3,0.0,91.648,2.337999999999994,MEDIUM,,,,,,,,,,,,,,,SQ1,30.7,52.4,1010.1,0.0,91.043,2.3200000000000074,MEDIUM,34.1,28.8,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Toro Rosso-AlphaTauri-RB-Racing Bulls,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
PER,Cadillac,Miami GP,Active-Aero-Hybrid-Era,31.6,40.1,1012.1,0.0,92.047,2.7369999999999948,SOFT,,,,,,,,,,,,,,,SQ1,30.5,52.1,1010.3,0.0,91.255,2.5319999999999965,MEDIUM,33.8,31.3,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Cadillac,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
ALO,Aston Martin,Miami GP,Active-Aero-Hybrid-Era,31.6,40.5,1012.1,0.0,92.593,3.2830000000000013,MEDIUM,,,,,,,,,,,,,,,SQ1,30.8,51.8,1010.3,0.0,92.49,3.766999999999996,MEDIUM,33.8,31.0,1010.3,0.0,SOFT,2026,2023-2026,1,4,175,Force India-Racing Point-Aston Martin,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
BOT,Cadillac,Miami GP,Active-Aero-Hybrid-Era,31.8,43.1,1012.2,0.0,92.762,3.451999999999998,SOFT,,,,,,,,,,,,,,,SQ1,30.7,52.4,1010.3,0.0,91.826,3.1029999999999944,MEDIUM,33.8,31.3,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Cadillac,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
LIN,Racing Bulls,Miami GP,Active-Aero-Hybrid-Era,31.5,43.3,1012.2,0.0,92.862,3.5519999999999925,MEDIUM,,,,,,,,,,,,,,,SQ2,30.7,52.8,1010.3,0.0,90.573,2.239999999999995,MEDIUM,33.8,31.3,1010.2,0.0,SOFT,2026,2023-2026,1,4,175,Toro Rosso-AlphaTauri-RB-Racing Bulls,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
STR,Aston Martin,Miami GP,Active-Aero-Hybrid-Era,31.5,43.1,1012.2,0.0,92.959,3.649000000000001,MEDIUM,,,,,,,,,,,,,,,SQ1,30.7,52.1,1010.3,0.0,121.708,32.985,MEDIUM,33.8,31.0,1010.3,0.0,SOFT,2026,2023-2026,1,4,175,Force India-Racing Point-Aston Martin,Street,Anti-clockwise,5.41,19,Balanced,1310,7,8,4,3.51,Twisty
LEC,Ferrari,Monaco GP,Active-Aero-Hybrid-Era,24.2,62.1,1011.3,0.0,73.978,0.0,MEDIUM,23.3,58.6,1011.7,0.0,73.137,0.11099999999999,SOFT,23.1,54.7,1017.2,0.0,73.047,0.3269999999999982,SOFT,,,,,,,,,23.2,59.6,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Ferrari,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
HAM,Ferrari,Monaco GP,Active-Aero-Hybrid-Era,23.9,61.9,1011.2,0.0,74.20400000000001,0.2260000000000133,MEDIUM,23.1,59.8,1011.8,0.0,73.02600000000001,0.0,SOFT,23.1,55.8,1017.3,0.0,73.05099999999999,0.3309999999999888,SOFT,,,,,,,,,23.3,59.3,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Ferrari,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
VER,Red Bull Racing,Monaco GP,Active-Aero-Hybrid-Era,24.2,62.1,1011.3,0.0,74.491,0.5130000000000052,MEDIUM,23.1,57.7,1011.8,0.0,73.194,0.1679999999999921,SOFT,23.1,55.8,1017.3,0.0,73.662,0.9420000000000072,SOFT,,,,,,,,,23.3,59.3,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Red Bull Racing,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
ANT,Mercedes,Monaco GP,Active-Aero-Hybrid-Era,24.0,60.8,1011.3,0.0,74.537,0.5590000000000117,MEDIUM,23.1,60.7,1011.7,0.0,73.529,0.5029999999999859,SOFT,22.8,59.0,1017.3,0.0,72.72,0.0,SOFT,,,,,,,,,23.3,59.3,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Mercedes,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
RUS,Mercedes,Monaco GP,Active-Aero-Hybrid-Era,23.9,61.9,1011.2,0.0,74.983,1.0050000000000097,MEDIUM,23.1,59.5,1011.6,1.0,73.40499999999999,0.3789999999999764,SOFT,23.3,56.8,1017.1,0.0,73.483,0.7630000000000052,SOFT,,,,,,,,,23.3,59.3,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Mercedes,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
NOR,McLaren,Monaco GP,Active-Aero-Hybrid-Era,23.9,61.9,1011.2,0.0,75.291,1.3130000000000024,MEDIUM,23.6,61.4,1011.7,1.0,75.274,2.2479999999999905,MEDIUM,23.1,57.1,1017.1,0.0,74.006,1.2860000000000014,SOFT,,,,,,,,,23.1,60.2,1017.6,0.0,SOFT,2026,2023-2026,0,6,177,McLaren,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
HUL,Audi,Monaco GP,Active-Aero-Hybrid-Era,24.0,63.1,1011.2,0.0,75.34299999999999,1.3649999999999949,MEDIUM,23.2,60.7,1011.7,0.0,74.094,1.0679999999999836,SOFT,23.1,54.7,1017.2,0.0,74.05000000000001,1.3300000000000125,SOFT,,,,,,,,,23.6,54.3,1017.3,0.0,SOFT,2026,2023-2026,0,6,177,Sauber-Alfa Romeo-Kick Sauber-Audi,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
PIA,McLaren,Monaco GP,Active-Aero-Hybrid-Era,24.5,60.4,1011.2,1.0,75.565,1.5870000000000033,MEDIUM,23.1,57.7,1011.8,0.0,74.08800000000001,1.0619999999999976,SOFT,23.0,56.2,1017.2,0.0,73.69800000000001,0.9780000000000086,SOFT,,,,,,,,,23.2,59.6,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,McLaren,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
BOR,Audi,Monaco GP,Active-Aero-Hybrid-Era,24.3,60.4,1011.2,1.0,75.75,1.7720000000000056,MEDIUM,23.3,59.5,1011.6,1.0,74.359,1.3329999999999842,SOFT,23.1,55.8,1017.3,0.0,73.82,1.0999999999999943,SOFT,,,,,,,,,24.5,53.3,1017.6,0.0,SOFT,2026,2023-2026,0,6,177,Sauber-Alfa Romeo-Kick Sauber-Audi,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
GAS,Alpine,Monaco GP,Active-Aero-Hybrid-Era,24.5,61.4,1011.2,0.0,75.828,1.8500000000000083,MEDIUM,22.9,61.5,1011.8,0.0,74.497,1.4709999999999894,SOFT,23.2,57.4,1017.0,0.0,74.47999999999999,1.759999999999991,SOFT,,,,,,,,,23.2,59.6,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Alpine-Renault,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
ALB,Williams,Monaco GP,Active-Aero-Hybrid-Era,23.8,64.3,1011.2,0.0,75.989,2.01100000000001,MEDIUM,23.1,59.8,1011.8,0.0,74.6,1.573999999999984,SOFT,23.4,56.1,1017.1,0.0,74.801,2.081000000000003,SOFT,,,,,,,,,23.4,55.6,1017.4,0.0,SOFT,2026,2023-2026,0,6,177,Williams,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
SAI,Williams,Monaco GP,Active-Aero-Hybrid-Era,24.2,62.1,1011.3,0.0,76.041,2.0630000000000024,MEDIUM,23.3,58.6,1011.7,0.0,74.512,1.48599999999999,SOFT,23.1,53.7,1017.2,0.0,74.336,1.6159999999999997,SOFT,,,,,,,,,23.4,55.6,1017.4,0.0,SOFT,2026,2023-2026,0,6,177,Williams,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
HAD,Red Bull Racing,Monaco GP,Active-Aero-Hybrid-Era,23.7,61.0,1011.3,0.0,76.148,2.1700000000000017,HARD,23.1,59.5,1011.7,0.0,74.087,1.0609999999999928,SOFT,22.9,58.4,1017.2,0.0,73.87700000000001,1.157000000000011,SOFT,,,,,,,,,23.3,59.3,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Red Bull Racing,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
PER,Cadillac,Monaco GP,Active-Aero-Hybrid-Era,24.5,60.4,1011.2,1.0,76.17,2.1920000000000077,SOFT,23.2,59.9,1011.7,0.0,75.11599999999999,2.089999999999975,SOFT,22.9,54.6,1017.1,0.0,74.94500000000001,2.2250000000000085,SOFT,,,,,,,,,24.0,54.0,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Cadillac,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
COL,Alpine,Monaco GP,Active-Aero-Hybrid-Era,24.2,62.1,1011.3,0.0,76.189,2.2109999999999985,MEDIUM,22.8,59.9,1011.7,0.0,74.75800000000001,1.731999999999999,SOFT,22.9,54.6,1017.1,0.0,75.179,2.459000000000003,SOFT,,,,,,,,,23.2,55.1,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Alpine-Renault,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
BEA,Haas F1 Team,Monaco GP,Active-Aero-Hybrid-Era,23.9,61.9,1011.2,0.0,76.292,2.314000000000007,MEDIUM,23.3,59.5,1011.6,1.0,74.456,1.4299999999999926,SOFT,22.8,59.0,1017.3,0.0,74.487,1.766999999999996,SOFT,,,,,,,,,23.6,54.3,1017.4,0.0,SOFT,2026,2023-2026,0,6,177,Haas F1 Team,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
OCO,Haas F1 Team,Monaco GP,Active-Aero-Hybrid-Era,24.6,60.5,1011.2,0.0,76.333,2.355000000000004,MEDIUM,23.2,59.9,1011.7,0.0,74.845,1.8189999999999884,SOFT,23.1,54.7,1017.2,0.0,74.27799999999999,1.5579999999999927,SOFT,,,,,,,,,24.0,54.0,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Haas F1 Team,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
LIN,Racing Bulls,Monaco GP,Active-Aero-Hybrid-Era,24.2,62.1,1011.3,0.0,76.38900000000001,2.411000000000016,MEDIUM,23.1,60.8,1011.7,0.0,74.748,1.7219999999999942,SOFT,23.1,56.2,1017.2,0.0,74.918,2.1980000000000075,SOFT,,,,,,,,,23.5,54.4,1017.4,0.0,SOFT,2026,2023-2026,0,6,177,Toro Rosso-AlphaTauri-RB-Racing Bulls,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
LAW,Racing Bulls,Monaco GP,Active-Aero-Hybrid-Era,23.7,63.3,1011.3,0.0,76.431,2.453000000000003,MEDIUM,23.1,59.7,1011.8,0.0,74.785,1.758999999999986,SOFT,23.3,57.1,1017.1,0.0,74.587,1.8670000000000044,SOFT,,,,,,,,,23.2,59.6,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Toro Rosso-AlphaTauri-RB-Racing Bulls,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
ALO,Aston Martin,Monaco GP,Active-Aero-Hybrid-Era,24.2,62.1,1011.3,0.0,76.678,2.700000000000003,MEDIUM,23.1,60.0,1011.7,0.0,75.294,2.2679999999999865,SOFT,23.1,53.7,1017.2,0.0,75.567,2.846999999999994,SOFT,,,,,,,,,23.9,54.4,1017.5,0.0,SOFT,2026,2023-2026,0,6,177,Force India-Racing Point-Aston Martin,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
BOT,Cadillac,Monaco GP,Active-Aero-Hybrid-Era,24.2,62.1,1011.3,0.0,77.46000000000001,3.482000000000013,SOFT,23.1,57.9,1011.7,0.0,75.759,2.73299999999999,SOFT,22.9,54.6,1017.1,0.0,75.451,2.7309999999999945,SOFT,,,,,,,,,23.6,54.3,1017.4,0.0,SOFT,2026,2023-2026,0,6,177,Cadillac,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
STR,Aston Martin,Monaco GP,Active-Aero-Hybrid-Era,23.9,61.3,1011.3,0.0,77.556,3.578000000000003,MEDIUM,23.0,59.9,1011.7,0.0,76.174,3.147999999999996,SOFT,23.1,54.7,1017.2,0.0,75.921,3.201000000000008,SOFT,,,,,,,,,24.3,54.1,1017.6,0.0,SOFT,2026,2023-2026,0,6,177,Force India-Racing Point-Aston Martin,Street,Clockwise,3.34,19,Low-speed,670,13,6,0,5.69,Very twisty
RUS,Mercedes,Spanish GP,Active-Aero-Hybrid-Era,29.2,31.3,1010.3,0.0,76.363,0.0,SOFT,29.4,32.2,1009.1,0.0,75.435,0.0090000000000003,SOFT,31.1,29.9,1007.3,0.0,75.679,0.0,SOFT,,,,,,,,,30.3,26.6,1005.9,0.0,SOFT,2026,2023-2026,0,14,182,Mercedes,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
PIA,McLaren,Spanish GP,Active-Aero-Hybrid-Era,29.5,31.9,1010.2,0.0,76.566,0.2030000000000029,SOFT,29.6,32.1,1009.1,0.0,75.483,0.0570000000000021,SOFT,31.1,29.7,1007.3,0.0,75.893,0.2139999999999986,SOFT,,,,,,,,,30.3,26.6,1005.9,0.0,SOFT,2026,2023-2026,0,14,182,McLaren,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
LEC,Ferrari,Spanish GP,Active-Aero-Hybrid-Era,29.6,32.6,1010.3,0.0,76.883,0.519999999999996,SOFT,29.5,31.6,1009.2,0.0,75.799,0.3730000000000046,SOFT,31.2,29.9,1007.2,0.0,75.922,0.242999999999995,SOFT,,,,,,,,,30.6,28.2,1006.3,0.0,SOFT,2026,2023-2026,0,14,182,Ferrari,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
VER,Red Bull Racing,Spanish GP,Active-Aero-Hybrid-Era,29.4,29.6,1010.3,0.0,77.047,0.6839999999999975,SOFT,30.0,31.0,1009.1,0.0,76.321,0.894999999999996,SOFT,30.9,29.7,1007.3,0.0,76.434,0.7549999999999955,SOFT,,,,,,,,,30.3,26.6,1005.9,0.0,SOFT,2026,2023-2026,0,14,182,Red Bull Racing,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
LAW,Racing Bulls,Spanish GP,Active-Aero-Hybrid-Era,29.3,37.1,1010.2,0.0,77.472,1.1089999999999949,SOFT,29.8,28.3,1009.2,0.0,76.967,1.5409999999999968,MEDIUM,30.9,29.7,1007.3,0.0,77.324,1.644999999999996,SOFT,,,,,,,,,30.3,26.6,1005.9,0.0,SOFT,2026,2023-2026,0,14,182,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
LIN,Racing Bulls,Spanish GP,Active-Aero-Hybrid-Era,29.4,29.6,1010.3,0.0,77.804,1.4410000000000025,SOFT,29.5,31.6,1009.2,0.0,76.411,0.9849999999999994,SOFT,30.9,29.7,1007.3,0.0,77.02000000000001,1.3410000000000082,SOFT,,,,,,,,,30.6,28.2,1006.3,0.0,SOFT,2026,2023-2026,0,14,182,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
COL,Alpine,Spanish GP,Active-Aero-Hybrid-Era,29.6,32.6,1010.3,0.0,77.893,1.5300000000000011,SOFT,29.6,31.8,1009.1,0.0,77.051,1.625,SOFT,31.1,29.7,1007.3,0.0,77.625,1.945999999999998,SOFT,,,,,,,,,31.4,26.8,1006.2,0.0,SOFT,2026,2023-2026,0,14,182,Alpine-Renault,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
BEA,Haas F1 Team,Spanish GP,Active-Aero-Hybrid-Era,29.3,33.3,1010.0,0.0,78.172,1.8089999999999973,SOFT,29.5,31.6,1009.2,0.0,76.94500000000001,1.5190000000000057,SOFT,31.1,29.8,1007.2,0.0,78.39099999999999,2.711999999999989,SOFT,,,,,,,,,31.4,26.8,1006.2,0.0,SOFT,2026,2023-2026,0,14,182,Haas F1 Team,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
BOR,Audi,Spanish GP,Active-Aero-Hybrid-Era,29.5,35.7,1010.2,0.0,78.209,1.846000000000004,SOFT,29.4,32.2,1009.1,0.0,76.611,1.1850000000000025,SOFT,31.0,30.0,1007.2,0.0,77.027,1.347999999999999,SOFT,,,,,,,,,31.4,26.8,1006.2,0.0,SOFT,2026,2023-2026,0,14,182,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
SAI,Williams,Spanish GP,Active-Aero-Hybrid-Era,29.8,34.7,1010.3,0.0,78.293,1.9300000000000068,SOFT,29.8,32.0,1009.2,0.0,77.02000000000001,1.5940000000000083,SOFT,31.2,29.9,1007.2,0.0,77.72999999999999,2.050999999999988,SOFT,,,,,,,,,30.7,27.2,1006.2,0.0,SOFT,2026,2023-2026,0,14,182,Williams,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
OCO,Haas F1 Team,Spanish GP,Active-Aero-Hybrid-Era,29.5,31.0,1010.3,0.0,78.372,2.0090000000000003,SOFT,29.7,31.0,1009.1,0.0,77.538,2.1119999999999948,SOFT,31.1,29.8,1007.2,0.0,78.03999999999999,2.36099999999999,SOFT,,,,,,,,,30.8,29.5,1006.4,0.0,SOFT,2026,2023-2026,0,14,182,Haas F1 Team,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
GAS,Alpine,Spanish GP,Active-Aero-Hybrid-Era,29.5,31.0,1010.3,0.0,78.50800000000001,2.1450000000000102,SOFT,29.5,32.2,1009.1,0.0,77.26,1.8340000000000032,SOFT,31.2,30.4,1007.2,0.0,77.583,1.9039999999999964,SOFT,,,,,,,,,31.4,26.8,1006.2,0.0,SOFT,2026,2023-2026,0,14,182,Alpine-Renault,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
BOT,Cadillac,Spanish GP,Active-Aero-Hybrid-Era,29.4,35.5,1010.2,0.0,78.91399999999999,2.550999999999988,SOFT,29.6,33.3,1009.1,0.0,78.225,2.7989999999999924,SOFT,32.0,29.7,1007.3,0.0,79.962,4.283000000000001,SOFT,,,,,,,,,30.8,29.5,1006.4,0.0,SOFT,2026,2023-2026,0,14,182,Cadillac,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
ALO,Aston Martin,Spanish GP,Active-Aero-Hybrid-Era,29.8,35.3,1010.2,0.0,80.067,3.7039999999999935,SOFT,29.5,32.2,1009.1,0.0,79.286,3.86,SOFT,31.0,30.0,1007.2,0.0,79.49600000000001,3.8170000000000073,SOFT,,,,,,,,,30.8,29.5,1006.4,0.0,SOFT,2026,2023-2026,0,14,182,Force India-Racing Point-Aston Martin,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
